Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-08-09,Senior Analyst/statistician,"Advocates For Human Potential, Inc.",Remote,Remote,Senior,,,,nan,"Master’s or Ph.D. degree in social sciences, statistics, or biostatistics with 3 or more years of experience in applied research projects in behavioral health,…"
2024-08-09,Program Lead I - Data Science (remote),Abbvie,Remote,Remote,Lead,Remote,,,Full-time,3+ years of pharma / clinical research / data management / health care experience or 5+ years of project management experience.
2024-08-09,Artificial Intelligence Non-profit Environmental Fund,De3 Inc.,Remote,Remote,Mid-level,,,,nan,"The successful candidate will be responsible for developing and implementing strategies to secure donations, manage organizational resources, and ensure the…"
2024-08-09,"24.44 Junior Analyst (epidemiologist, Mathematician, Or Statistician)",Siertek Ltd,Remote,Remote,Junior,,24.44,hour,,"Establish the relationship of available data to existing data sets, map the data between data elements and code for these specific data elements, establish data…"
2024-08-09,Staff Software Engineer (data & Machine Learning Operations),Blacksky,Remote,Remote,Mid-level,,177500.0,year,,"You will help ensure that Spectra AI produces consistent, reliable, and relevant analytics to BlackSky's growing user base.
Must be a US Citizen."
2024-08-09,Machine Learning Engineer/researcher,Stellar Cyber,Remote,Remote,Mid-level,,,,Full-time,"Proven experience working as a Machine Learning Engineer, Research Scientist, or a similar role, with a specific focus related to time series analysis, graph…"
2024-08-09,Ai/ml Architect,Steel Point Solutions,Remote,Remote,Mid-level,,,,nan,"Collaboration: Work closely with data scientists, engineers, and business stakeholders to gather requirements, provide technical guidance, and support AI/ML…"
2024-08-09,Senior Data Analyst,Barbaricum,Remote,Remote,Senior,,,,nan,"Provide services to research, develop, and test state-of-the-art techniques to enrich, extend, and automate analytic capabilities, including the use of machine…"
2024-08-09,Solutions Architect | Ai (remote),Trace3,Remote,Remote,Mid-level,Remote,,,nan,"8+ years' experience including data science, computer science, AI architecture, advance analytics, consulting, and AI product management."
2024-08-09,Senior Machine Learning Operations Engineer,Omnidian,Remote,Remote,Senior,,138500.0,year,,Proven ability to translate domain business problems into machine learning solutions that deliver actionable insights and drive strategic decisions.
2024-08-09,Senior Data Analyst - Remote In Virginia,Optum,Remote,Remote,Senior,Remote,,,nan,"Ensure compliance with software development life cycle protocols and ensure project priorities are recorded and satisfied according to those protocols, raising…"
2024-08-09,Senior Big Data Hadoop Ml Engineer (gcp),Rackspace,Remote,Remote,Senior,,143190.0,year,,"Develop, manage, and maintain batch pipelines supporting Machine Learning workloads.
Leverage GCP for scalable big data processing and storage solutions."
2024-08-09,Lead Data Scientist,Work From Home,Remote,Remote,Lead,,,,Full-time,Introduction Do you have the career opportunities as a Lead Data Scientist you want with your current employer? We have an exciting opportunity for you to…
2024-08-09,Principal Rwe Stat Programmer (r/sas),Syneos - Clinical And Corporate - Prod,Remote,Remote,Mid-level,,130600.0,year,,Description Principal Statistical Programmer Syneos Health® is a leading fully integrated biopharmaceutical solutions organization built to accelerate…
2024-08-09,Senior Consultant | Ai Solutioning (remote),Trace3,Remote,Remote,Senior,Remote,,,nan,"Who is Trace3? Trace3 is a leading Transformative IT Authority, providing unique technology solutions and consulting services to our clients. Equipped with…"
2024-08-09,Lead Data Analyst (product/data Science),Agero,Remote,Remote,Lead,,,,nan,"About Agero: Wherever drivers go, we're leading the way. Agero's mission is to rethink the vehicle ownership experience through a powerful combination of…"
2024-08-09,Artificial Intelligence (ai) Services Domain Leader,Mission Critical Partners,Remote,Remote,Lead,,,,nan,SUMMARY: Mission Critical Partners (MCP) is dedicated to enhancing community safety through innovative solutions and expert guidance. We specialize in…
2024-08-09,Leader Of Ml/ai Solutions,Credit Acceptance,Remote,Remote,Lead,,447750.0,year,,Credit Acceptance is proud to be an award-winning company with local and national workplace recognition in multiple categories! Our world-class culture is…
2024-08-09,Responsible Use Of Ai Program Manager,Metlife,Remote,Remote,Manager,,150400.0,year,,"Our U.S. benefits address holistic well-being with programs for physical and mental health, financial wellness, and support for families."
2024-08-09,Senior Machine Learning Engineer - Remote India,Leewayhertz,Remote,Remote,Senior,Remote,,,nan,"Collaborate with data scientists, data engineers, and software developers to integrate ML models into production systems."
2024-08-09,Ai Software Engineer,Robert Half,Remote,Remote,Mid-level,,,,nan,"We offer exceptional earning potential and a competitive benefits package, including group health insurance benefits (medical, vision, dental), FSA and HSA…"
2024-08-09,"Application Software Optimization Engineer, High Performance Computing And Ai","Advanced Micro Devices, Inc",Remote,Remote,Mid-level,,,,nan,"A computational scientist, physicist, or engineer with experience in at least one scientific computing domain and strong GPU programming skills."
2024-08-09,Gen Ai Architect,Ntt Data,Remote,Remote,Mid-level,,,,nan,"Mentor junior data scientists and GenAI engineers, fostering professional growth within the team.
Possess deep understanding of cloud systems, network…"
2024-08-09,Sr. Aws Data Engineer (remote),Cognizant,Remote,Remote,Mid-level,Remote,,,nan,"This position is also eligible for Cognizant’s discretionary annual incentive program and stock awards, based on performance and subject to the terms of…"
2024-08-09,Cloud Product Engineer (azure/ai),Nan,Remote,Remote,Mid-level,,,,nan,"As a Technology Specialist specializing in Azure Artificial Intelligence (AI) Services/Azure Open AI, you will be a technical solution expert within our AI…"
2024-08-09,Data Scientist,Robert Half,Remote,Remote,Mid-level,,130000.0,year,,"The ideal candidate should be highly skilled in all aspects of data analytics, including mining, generation, and visualization."
2024-08-09,Senior Data Scientist - Retail Pharmacy Operations,Cvs Health,Rhode Island,Woonsocket,Senior,,162225.0,year,,"Applies in-depth knowledge of data science to contribute to the ownership of analytics initiatives.
Demonstrates proficiency in most areas of mathematical…"
2024-08-10,Statistician,9rooftops,South Carolina,Bluffton,Mid-level,,,,Full-time,"Querying data bases, connecting to APIs, finding open-source data.
Robust exploratory data analysis practices (visualization of marginal and joint distributions…"
2024-08-10,Statistical & Research Analyst,University Of South Carolina,South Carolina,Richland,Mid-level,,,,nan,Coordinate with research project personnel at weekly and monthly meetings to stay informed about changes to incoming data and issues with processed data.
2024-08-10,Lead Data Analyst,Ras Companies,South Dakota,Sioux Falls,Lead,,96900.0,year,,"Expertise in data visualization, data management/administration, and storytelling.
In this role, you will drive meaningful data collection, interpretation, and…"
2024-08-10,Ai Prompt Consultant (tier 2),Outlier Ai,South Dakota,Sioux Falls,Mid-level,,25.0,hour,,"Base pay is determined by multiple factors, including the area of expertise, years of experience, and skillset needed for the project."
2024-08-09,Data Scientist Lead,Fedex Dataworks,Tennessee,Memphis,Lead,,,,Full-time,"Qualifications: Ph.D. in computer science, operations research, statistics, applied mathematics or related quantitative discipline plus 3 years of experience in…"
2024-08-09,Data Scientist - Tumor Metrics Annotator,St. Jude Children's Research Hospital,Tennessee,Memphis,Mid-level,,120640.0,year,,"Will need to assist senior data scientists in developing presentations, charts and graphs to effectively communicate and illustrate results of key-findings,…"
2024-08-09,Senior Digital Data Analyst,Epsilon,Tennessee,Franklin,Senior,,,,Full-time,"Collaborate with internal and external stakeholders to manage data logistics - including data transfers, understanding data structures, business rules, etc. -…"
2024-08-09,Senior Data Scientist,Deloitte,Tennessee,Memphis,Senior,,135250.0,year,,"Within FP&A, the Strategic Analytics (SA) team integrates big data analytics, strategic thinking, and deep firm knowledge to provide leadership with insights to…"
2024-08-09,Manager Machine Learning Operations,Hca Healthcare,Tennessee,Nashville,Manager,,,,nan,"Cross-functional Collaboration: Ability to work closely with peer cloud teams, data scientists, and product managers to align platform development with…"
2024-08-09,Ai Microsoft Full Stack Developer,Marcum,Tennessee,Nashville,Mid-level,,,,nan,"Professional Experience using AI algorithms and data models, machine learning concepts, relevant libraries and frameworks to develop applications and create…"
2024-08-09,Product Manager Data Science,Deloitte,Tennessee,Memphis,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,Data Analyst/data Scientist - (b2),Applied Materials,Texas,Austin,Mid-level,,,,nan,"Expertise regarding data models, database design development, data mining and segmentation techniques.
Develop and implement data collection systems, data…"
2024-08-10,Senior Data Scientist,Epicor,Texas,Austin,Senior,,125000.0,year,,"1-3 years of experience in data science or machine learning, with a focus in using Python (or R) and SQL.
Strong understanding of machine learning techniques…"
2024-08-10,Sr Data Analyst,Hcsc,Texas,Richardson,Mid-level,,,,nan,"Bachelors Degree in math or data information systems field OR 4 years experience in data analysis and/or reporting.
Ability To Travel Including Overnight Stays."
2024-08-10,Data Scientist,Linquest Corporation,Texas,San Antonio,Mid-level,,,,nan,"Expected to be able to adapt quickly to changing needs across several core areas, including data wrangling, data exploration, data analysis, and data…"
